Document,Topic,Name,Representation
 i cant believe the total ignorance of people on this tariff business please mr trump get albo into that office of yours and give him a serious lesson or many on how to run a country australia is depending upon it,20,20_australia_beef_surplus_agreement,"['australia', 'beef', 'surplus', 'agreement', 'we', 'exports', 'trade', 'goods', 'free', 'us']"
"     no one suggests evil most suggest stupid australia does not impose tariff on us made goods as unlike the us we honour the fta
",20,20_australia_beef_surplus_agreement,"['australia', 'beef', 'surplus', 'agreement', 'we', 'exports', 'trade', 'goods', 'free', 'us']"
"trump fools maga into thinking that other countries already tariff american goods

its a blatant lie
australia doesnt tariff us at all and we are not reciprocating we have bio security bans on a few products including beef

if you dont want our beef make smaller burgers ",20,20_australia_beef_surplus_agreement,"['australia', 'beef', 'surplus', 'agreement', 'we', 'exports', 'trade', 'goods', 'free', 'us']"
" sorry no blue check so limited space 

i will always recommend bark amp jack out of the uk but unfortunately due to the tariff negotiations theyve temporarily suspended shipping to the us  hope they resume soon i wanted to get another seventy

",21,21_amp_be_jobs_there,"['amp', 'be', 'jobs', 'there', 'will', 'his', 'maga', 'to', 'no', 'all']"
 divide amp rule bully tactics so much for the usuk trade deal washington will lift  levies on british steel amp aluminum cut duties on almost all british car imports from  to  amp allow rollsroyce engines amp plane parts to enter tarifffree in return,21,21_amp_be_jobs_there,"['amp', 'be', 'jobs', 'there', 'will', 'his', 'maga', 'to', 'no', 'all']"
" you are a typical useless politician you only complain amp never have any solutions your party is a joke amp never show a path forward

trumps tariff policies will bring work back to the us boost the economy it doesnt happen overnight but this time next year we will be booming",21,21_amp_be_jobs_there,"['amp', 'be', 'jobs', 'there', 'will', 'his', 'maga', 'to', 'no', 'all']"
" broke nafta amp signed usmca l applied tariff amp signed deal to remove tariffbroke iran deal amp now approaching iran to sign same deal

in summary trump creates problem just to solve it so he could claim the credit 
now neither media nor stock market reaact to such news anymore",21,21_amp_be_jobs_there,"['amp', 'be', 'jobs', 'there', 'will', 'his', 'maga', 'to', 'no', 'all']"
  lol im glad that there are two superpower countries in this world that can balance amp counter the one sided bully to the whole world as what can be seen recent tariff world from us to the world,21,21_amp_be_jobs_there,"['amp', 'be', 'jobs', 'there', 'will', 'his', 'maga', 'to', 'no', 'all']"
   that was biden who was senile trump is already maga with tariffs charged to countries for them bringing their products to sell in the usa if they dont want to pay tariffs then bring us the jobs and sell it here tariff free,22,22_maga_magas_you_voted,"['maga', 'magas', 'you', 'voted', 'biden', 'education', 'knees', 'for', 'of', 'about']"
if you ask me donald trump is a better doctor than fake ass dr jill biden ,22,22_maga_magas_you_voted,"['maga', 'magas', 'you', 'voted', 'biden', 'education', 'knees', 'for', 'of', 'about']"
  trumps tariff policy has caused huge losses to agriculture are the magas responsible for chinas cancelled orders,22,22_maga_magas_you_voted,"['maga', 'magas', 'you', 'voted', 'biden', 'education', 'knees', 'for', 'of', 'about']"
ive listened to that trump is our savior right wing media garbage that dazzles magas like you now thats an echo chamber taco fucks up the economy goes tariff happy causing costs to rise and shits on our veterans and its spun as hes a great guy what straight up bullshit,22,22_maga_magas_you_voted,"['maga', 'magas', 'you', 'voted', 'biden', 'education', 'knees', 'for', 'of', 'about']"
" maga resources exactly trumps tariff plan is simple geniusdrop your tariffs on us we drop ours on you fair trade no games its not hard to get but some countries just dont want to play ball keep pushing the truth
trumptariff trump",22,22_maga_magas_you_voted,"['maga', 'magas', 'you', 'voted', 'biden', 'education', 'knees', 'for', 'of', 'about']"
"  trumps tariff strategy is about leverage the first step to 
reindustrialize american manufacturing",23,23_manufacturing_jobs_job_bring,"['manufacturing', 'jobs', 'job', 'bring', 'back', 'labor', 'workers', 'bringing', 'uncertainty', 'american']"
"us economic data gdp estimates range from negative to positive creating massive uncertainty 

ism manufacturing follows with markets hyper focused after those stagflation signals in the last report 
tariff frontloading is muddying the waters",23,23_manufacturing_jobs_job_bring,"['manufacturing', 'jobs', 'job', 'bring', 'back', 'labor', 'workers', 'bringing', 'uncertainty', 'american']"
" zero chance you will bring manufacturing back

cant even tell us one tariff deal achieved weeks into destroying the economy",23,23_manufacturing_jobs_job_bring,"['manufacturing', 'jobs', 'job', 'bring', 'back', 'labor', 'workers', 'bringing', 'uncertainty', 'american']"
tariff fallout begins major companies slash thousands of jobs citing rising trade tensions  barchart smartnews  ,23,23_manufacturing_jobs_job_bring,"['manufacturing', 'jobs', 'job', 'bring', 'back', 'labor', 'workers', 'bringing', 'uncertainty', 'american']"
"job opening

 to  per year

remote in us

 apply below

globaltradejobs

",23,23_manufacturing_jobs_job_bring,"['manufacturing', 'jobs', 'job', 'bring', 'back', 'labor', 'workers', 'bringing', 'uncertainty', 'american']"
"trump threatened a  tariff on iphones not made in the us despite warnings that a domestically built model could cost up to  if they are made in the us 

trump has no clue

",24,24_apple_iphones_threatens_iphone,"['apple', 'iphones', 'threatens', 'iphone', 'phones', 'threat', 'made', 'manufactured', 'threatened', 'trump']"
"donald mr tariff trump threatens to hit apple with a  tariff unless they start making iphones in the us 
his ridiculous tariffs have caused other countries to retaliate and impose their own tariffs on the us 
he also sides with putin ",24,24_apple_iphones_threatens_iphone,"['apple', 'iphones', 'threatens', 'iphone', 'phones', 'threat', 'made', 'manufactured', 'threatened', 'trump']"
president trump announces a  tariff on iphones not manufactured in the usa ,24,24_apple_iphones_threatens_iphone,"['apple', 'iphones', 'threatens', 'iphone', 'phones', 'threat', 'made', 'manufactured', 'threatened', 'trump']"
"   plans pledges intends 

apple pulled this off in his last term to get tariff exemptions in  guess how that turned out spoiler it never happened

trump is a weak negotiator that is easily manipulated",24,24_apple_iphones_threatens_iphone,"['apple', 'iphones', 'threatens', 'iphone', 'phones', 'threat', 'made', 'manufactured', 'threatened', 'trump']"
"  trumps wisdom

first he jacked tariffs up to  tanked the markets triggered consumer price spikes then backpedaled to a  universal tariff after the bond market panicked

and iphones still made in china   they even exempted electronics to avoid blowing up us",24,24_apple_iphones_threatens_iphone,"['apple', 'iphones', 'threatens', 'iphone', 'phones', 'threat', 'made', 'manufactured', 'threatened', 'trump']"
" lutnick is out there saying the only us auto manufacturers who will get tariff relief have to have  us content in their cars

theres only one us auto company that has three models that meet this criterion

guess which one

",25,25_auto_car_cars_parts,"['auto', 'car', 'cars', 'parts', 'vehicles', 'ford', 'vehicle', 'manufacturers', 'automotive', 'production']"
 haha no problem i appreciate the back and forth so companies have different tariff exposure and some can last years those with us manufacturing or strong pricing power while others are already suspending guidance ford just did today citing b in tariff costs,25,25_auto_car_cars_parts,"['auto', 'car', 'cars', 'parts', 'vehicles', 'ford', 'vehicle', 'manufacturers', 'automotive', 'production']"
hits back with us tariffs  on noncusma vehicles amp imports billions for auto workers tax relief ei support new strategy to boost domestic production details  ,25,25_auto_car_cars_parts,"['auto', 'car', 'cars', 'parts', 'vehicles', 'ford', 'vehicle', 'manufacturers', 'automotive', 'production']"
  faces a tariff bill of up to b mainly because the company manufactures nearly half of the vehicles it sells in the us in foreign assembly plantsbarra said gm was looking at expanding its ability to produce more vehicles and parts locally,25,25_auto_car_cars_parts,"['auto', 'car', 'cars', 'parts', 'vehicles', 'ford', 'vehicle', 'manufacturers', 'automotive', 'production']"
 again dont be in a hurry to defend  is ridiculously high for a country where most people cant even afford to buy a brand new car even with the brands you listed even us has a  tariff for cars and  for trucks even uk is  tariff google is your friend,25,25_auto_car_cars_parts,"['auto', 'car', 'cars', 'parts', 'vehicles', 'ford', 'vehicle', 'manufacturers', 'automotive', 'production']"
vietnam attracts global manufacturers despite us tariff increases  via ,26,26_vietnam_golf_goods_their,"['vietnam', 'golf', 'goods', 'their', 'us', 'rate', 'china', 'proposal', 'asian', 'trade']"
thai gemstone exports face uncertainty amid us tariff hike risk losing ground to vietnam    googlealerts,26,26_vietnam_golf_goods_their,"['vietnam', 'golf', 'goods', 'their', 'us', 'rate', 'china', 'proposal', 'asian', 'trade']"
 i have employees in multiple asian countries everyday vietnam is booming tariff deal  china has no lines at the border restaurants are empty manufacturing moving out  idle containers no tariff deal go to china few american goods tariffs on us stop the fake news,26,26_vietnam_golf_goods_their,"['vietnam', 'golf', 'goods', 'their', 'us', 'rate', 'china', 'proposal', 'asian', 'trade']"
  rafa  chumpo advisors told us today its about trade deficits with the us so they came up with a calculation amp a tariff nos to redress the deficit with said countries hence vietnams tariff is huge due to a large  trade deficit with the us  nothing directly to do with tariffs,26,26_vietnam_golf_goods_their,"['vietnam', 'golf', 'goods', 'their', 'us', 'rate', 'china', 'proposal', 'asian', 'trade']"
xis call to vietnam reflects growing tensions in the uschina trade war with trumps tariff threats looming large this move signals chinas efforts to rally regional allies against perceived us economic pressure it underscores the delicate balance of power and trade,26,26_vietnam_golf_goods_their,"['vietnam', 'golf', 'goods', 'their', 'us', 'rate', 'china', 'proposal', 'asian', 'trade']"
